user_id,recommended_action,priority_score,estimated_revenue,segment,reason
U006914,Retention Campaign (Discount + EDM),256.3563743507687,27.006163613807423,General Potential Customer,High churn risk and high LTV customer
U007135,Retention Campaign (Discount + EDM),256.3563743507687,27.006163613807423,General Potential Customer,High churn risk and high LTV customer
U000452,Retention Campaign (Discount + EDM),254.7149554210204,26.87240938669499,General Potential Customer,High churn risk and high LTV customer
U004575,Retention Campaign (Discount + EDM),253.48001967821497,26.772088854954514,VVIP Loyal High-Value Customer,High churn risk and high LTV customer
U007518,Retention Campaign (Discount + EDM),252.5624527116014,26.697722801741346,VVIP Loyal High-Value Customer,High churn risk and high LTV customer
U003655,Retention Campaign (Discount + EDM),251.30986441485356,26.596442391488512,General Potential Customer,High churn risk and high LTV customer
U005689,Retention Campaign (Discount + EDM),251.30986441485356,26.596442391488512,Dormant High-Value Customer,High churn risk and high LTV customer
U006829,Retention Campaign (Discount + EDM),251.30986441485356,26.596442391488512,General Potential Customer,High churn risk and high LTV customer
U009967,Retention Campaign (Discount + EDM),250.67857013197985,26.54550211351456,General Potential Customer,High churn risk and high LTV customer
U006769,Retention Campaign (Discount + EDM),249.87444232817063,26.480716767117144,General Potential Customer,High churn risk and high LTV customer
U004222,Retention Campaign (Discount + EDM),249.49535151216662,26.450214266488516,General Potential Customer,High churn risk and high LTV customer
U003799,Retention Campaign (Discount + EDM),249.43325155243235,26.44521996593278,Dormant High-Value Customer,High churn risk and high LTV customer
U004883,Retention Campaign (Discount + EDM),249.2032618460264,26.426729261972714,General Potential Customer,High churn risk and high LTV customer
U000205,Retention Campaign (Discount + EDM),248.94103223941278,26.40565785203632,General Potential Customer,High churn risk and high LTV customer
U008647,Retention Campaign (Discount + EDM),248.5894551596943,26.377425862645005,Dormant High-Value Customer,High churn risk and high LTV customer
U002595,Retention Campaign (Discount + EDM),248.4771649292896,26.368413411958144,General Potential Customer,High churn risk and high LTV customer
U009086,Retention Campaign (Discount + EDM),246.8304320904357,26.236500014764637,Dormant High-Value Customer,High churn risk and high LTV customer
U009351,Retention Campaign (Discount + EDM),246.76411714412598,26.231197737645005,General Potential Customer,High churn risk and high LTV customer
U000269,Retention Campaign (Discount + EDM),246.6565118267097,26.222595688007647,General Potential Customer,High churn risk and high LTV customer
U005877,Retention Campaign (Discount + EDM),246.23602270870703,26.18900092999604,At-Risk Repeat Customer,High churn risk and high LTV customer
U000711,Retention Campaign (Discount + EDM),245.52492976510447,26.132259022222872,Recent New Customer,High churn risk and high LTV customer
U001630,Retention Campaign (Discount + EDM),245.52492976510447,26.132259022222872,Recent New Customer,High churn risk and high LTV customer
U004000,Retention Campaign (Discount + EDM),245.52492976510447,26.132259022222872,Recent New Customer,High churn risk and high LTV customer
U004929,Retention Campaign (Discount + EDM),245.52492976510447,26.132259022222872,Recent New Customer,High churn risk and high LTV customer
U006008,Retention Campaign (Discount + EDM),245.52492976510447,26.132259022222872,Recent New Customer,High churn risk and high LTV customer
U006270,Retention Campaign (Discount + EDM),245.52492976510447,26.132259022222872,Recent New Customer,High churn risk and high LTV customer
U007714,Retention Campaign (Discount + EDM),245.52492976510447,26.132259022222872,Recent New Customer,High churn risk and high LTV customer
U007772,Retention Campaign (Discount + EDM),245.52492976510447,26.132259022222872,Recent New Customer,High churn risk and high LTV customer
U007868,Retention Campaign (Discount + EDM),245.52492976510447,26.132259022222872,Recent New Customer,High churn risk and high LTV customer
U009436,Retention Campaign (Discount + EDM),245.52492976510447,26.132259022222872,Recent New Customer,High churn risk and high LTV customer
U007031,Retention Campaign (Discount + EDM),243.88239083716303,26.001530537453693,General Potential Customer,High churn risk and high LTV customer
U002711,Retention Campaign (Discount + EDM),243.79875120721994,25.994886353150477,Dormant High-Value Customer,High churn risk and high LTV customer
U009312,Retention Campaign (Discount + EDM),242.85712017799887,25.920169261135598,Recent New Customer,High churn risk and high LTV customer
U009260,Retention Campaign (Discount + EDM),242.82882692610113,25.917926630149097,Recent New Customer,High churn risk and high LTV customer
U007514,Retention Campaign (Discount + EDM),242.6957451833282,25.907379940363445,Dormant High-Value Customer,High churn risk and high LTV customer
U006895,Retention Campaign (Discount + EDM),242.43018590152877,25.88634369171216,General Potential Customer,High churn risk and high LTV customer
U004184,Retention Campaign (Discount + EDM),241.8922400986305,25.843768121811515,General Potential Customer,High churn risk and high LTV customer
U002167,Retention Campaign (Discount + EDM),241.51663011856667,25.814070526580053,General Potential Customer,High churn risk and high LTV customer
U001672,Retention Campaign (Discount + EDM),241.11707274569858,25.78250655099081,General Potential Customer,High churn risk and high LTV customer
U004760,Retention Campaign (Discount + EDM),240.09734893087384,25.702077222194454,General Potential Customer,High churn risk and high LTV customer
U003520,Retention Campaign (Discount + EDM),239.99797501064302,25.69424892618132,General Potential Customer,High churn risk and high LTV customer
U009583,Retention Campaign (Discount + EDM),239.0825566844537,25.622216615632954,General Potential Customer,High churn risk and high LTV customer
U000050,Retention Campaign (Discount + EDM),238.96039176332164,25.612614741841323,Dormant High-Value Customer,High churn risk and high LTV customer
U004614,Retention Campaign (Discount + EDM),238.96039176332164,25.612614741841323,General Potential Customer,High churn risk and high LTV customer
U009507,Retention Campaign (Discount + EDM),238.96039176332164,25.612614741841323,General Potential Customer,High churn risk and high LTV customer
U006936,Retention Campaign (Discount + EDM),238.10595528675606,25.545530539882478,General Potential Customer,High churn risk and high LTV customer
U000244,Retention Campaign (Discount + EDM),236.99602330317254,25.45857581833466,General Potential Customer,High churn risk and high LTV customer
U006383,Retention Campaign (Discount + EDM),236.99602330317254,25.45857581833466,General Potential Customer,High churn risk and high LTV customer
U009486,Retention Campaign (Discount + EDM),236.84778357624896,25.44697852235248,General Potential Customer,High churn risk and high LTV customer
U007985,Retention Campaign (Discount + EDM),236.77589773538068,25.441356019156988,Recent New Customer,High churn risk and high LTV customer
U008919,Retention Campaign (Discount + EDM),236.34804880820684,25.407910598044733,General Potential Customer,High churn risk and high LTV customer
U001158,Retention Campaign (Discount + EDM),235.55916193237644,25.34632540874837,General Potential Customer,High churn risk and high LTV customer
U009281,Retention Campaign (Discount + EDM),235.55916193237644,25.34632540874837,General Potential Customer,High churn risk and high LTV customer
U008143,Retention Campaign (Discount + EDM),235.4446939574875,25.337398288408746,General Potential Customer,High churn risk and high LTV customer
U008896,Retention Campaign (Discount + EDM),234.9649282507649,25.300006945082913,Recent New Customer,High churn risk and high LTV customer
U000909,Retention Campaign (Discount + EDM),233.65255936380322,25.197927830577513,VVIP Loyal High-Value Customer,High churn risk and high LTV customer
U003711,Retention Campaign (Discount + EDM),233.35684988090617,25.17496773683595,VVIP Loyal High-Value Customer,High churn risk and high LTV customer
U006449,Retention Campaign (Discount + EDM),232.91323772269143,25.1405520182244,General Potential Customer,High churn risk and high LTV customer
U004366,Retention Campaign (Discount + EDM),231.939305198492,25.06511198344389,General Potential Customer,High churn risk and high LTV customer
U007562,Retention Campaign (Discount + EDM),231.5908436204613,25.038159839946545,General Potential Customer,High churn risk and high LTV customer
U008695,Retention Campaign (Discount + EDM),231.48384629735827,25.029888176592898,General Potential Customer,High churn risk and high LTV customer
U000074,Retention Campaign (Discount + EDM),231.42427791366026,25.02528395866611,Dormant High-Value Customer,High churn risk and high LTV customer
U001271,Retention Campaign (Discount + EDM),230.81504678959314,24.978229422442666,General Potential Customer,High churn risk and high LTV customer
U000840,Retention Campaign (Discount + EDM),230.212762038556,24.93177354937606,Dormant High-Value Customer,High churn risk and high LTV customer
U002508,Retention Campaign (Discount + EDM),229.51012588326574,24.877655235121377,General Potential Customer,High churn risk and high LTV customer
U002513,Retention Campaign (Discount + EDM),229.51012588326574,24.877655235121377,Recent New Customer,High churn risk and high LTV customer
U004792,Retention Campaign (Discount + EDM),229.51012588326574,24.877655235121377,General Potential Customer,High churn risk and high LTV customer
U005816,Retention Campaign (Discount + EDM),229.51012588326574,24.877655235121377,Recent New Customer,High churn risk and high LTV customer
U006392,Retention Campaign (Discount + EDM),229.51012588326574,24.877655235121377,Recent New Customer,High churn risk and high LTV customer
U000347,Retention Campaign (Discount + EDM),228.36075024578437,24.78930867249507,At-Risk Repeat Customer,High churn risk and high LTV customer
U003310,Retention Campaign (Discount + EDM),228.0254788483326,24.763580178472452,Recent New Customer,High churn risk and high LTV customer
U004153,Retention Campaign (Discount + EDM),227.7334620539559,24.74118646667732,Recent New Customer,High churn risk and high LTV customer
U005497,Retention Campaign (Discount + EDM),227.6954695770761,24.738274017930454,Dormant High-Value Customer,High churn risk and high LTV customer
U003987,Retention Campaign (Discount + EDM),227.5675942914807,24.728473069001062,Dormant High-Value Customer,High churn risk and high LTV customer
U004492,Retention Campaign (Discount + EDM),227.1905931436757,24.69959399487008,General Potential Customer,High churn risk and high LTV customer
U004058,Retention Campaign (Discount + EDM),226.21312278541347,24.624828976474184,Dormant High-Value Customer,High churn risk and high LTV customer
U002452,Retention Campaign (Discount + EDM),226.2126399222249,24.624792082712098,Recent New Customer,High churn risk and high LTV customer
U005700,Retention Campaign (Discount + EDM),226.2126399222249,24.624792082712098,General Potential Customer,High churn risk and high LTV customer
U006200,Retention Campaign (Discount + EDM),226.2126399222249,24.624792082712098,Recent New Customer,High churn risk and high LTV customer
U007463,Retention Campaign (Discount + EDM),226.2126399222249,24.624792082712098,Recent New Customer,High churn risk and high LTV customer
U008799,Retention Campaign (Discount + EDM),226.2126399222249,24.624792082712098,Recent New Customer,High churn risk and high LTV customer
U009426,Retention Campaign (Discount + EDM),226.2126399222249,24.624792082712098,Recent New Customer,High churn risk and high LTV customer
U003606,Retention Campaign (Discount + EDM),225.9652646555082,24.60589620241978,Dormant High-Value Customer,High churn risk and high LTV customer
U007961,Retention Campaign (Discount + EDM),225.65645795221786,24.58232222351891,General Potential Customer,High churn risk and high LTV customer
U001787,Retention Campaign (Discount + EDM),224.7980078568492,24.516872727461397,General Potential Customer,High churn risk and high LTV customer
U005321,Retention Campaign (Discount + EDM),224.70807797038157,24.51002345067312,General Potential Customer,High churn risk and high LTV customer
U005629,Retention Campaign (Discount + EDM),224.5588455254023,24.49866051876215,Dormant High-Value Customer,High churn risk and high LTV customer
U006053,Retention Campaign (Discount + EDM),224.27524773646113,24.477076882034318,General Potential Customer,High churn risk and high LTV customer
U000702,Retention Campaign (Discount + EDM),223.69851899019724,24.43322527655606,Dormant High-Value Customer,High churn risk and high LTV customer
U000176,Retention Campaign (Discount + EDM),222.74921965817344,24.36116521658787,General Potential Customer,High churn risk and high LTV customer
U006132,Retention Campaign (Discount + EDM),221.16502376766053,24.241241767117145,General Potential Customer,High churn risk and high LTV customer
U007051,Retention Campaign (Discount + EDM),220.91051471685591,24.22201385309529,General Potential Customer,High churn risk and high LTV customer
U007508,Retention Campaign (Discount + EDM),220.76270047990994,24.21085149230734,General Potential Customer,High churn risk and high LTV customer
U005553,Retention Campaign (Discount + EDM),220.62194703364645,24.20022565325245,VVIP Loyal High-Value Customer,High churn risk and high LTV customer
U002788,Retention Campaign (Discount + EDM),220.41889716387942,24.184902595242086,VVIP Loyal High-Value Customer,High churn risk and high LTV customer
U008018,Retention Campaign (Discount + EDM),220.35510678591686,24.180090074298597,General Potential Customer,High churn risk and high LTV customer
U007439,Retention Campaign (Discount + EDM),220.31204983342562,24.176842114834923,General Potential Customer,High churn risk and high LTV customer
U009632,Retention Campaign (Discount + EDM),220.15950784490104,24.16533768907071,At-Risk Repeat Customer,High churn risk and high LTV customer
U004385,Retention Campaign (Discount + EDM),220.06474441145247,24.158192720345546,General Potential Customer,High churn risk and high LTV customer
U001737,Retention Campaign (Discount + EDM),219.84720879779195,24.141796509114087,General Potential Customer,High churn risk and high LTV customer
U001291,Retention Campaign (Discount + EDM),219.67737398920505,24.129000977637418,General Potential Customer,High churn risk and high LTV customer
U002010,Retention Campaign (Discount + EDM),219.67737398920505,24.129000977637418,Dormant High-Value Customer,High churn risk and high LTV customer
U000631,Retention Campaign (Discount + EDM),219.26917677808507,24.098266131213997,VVIP Loyal High-Value Customer,High churn risk and high LTV customer
U008459,Retention Campaign (Discount + EDM),218.87911432778535,24.068921961419758,General Potential Customer,High churn risk and high LTV customer
U000389,Retention Campaign (Discount + EDM),218.69461698498552,24.055050910309433,General Potential Customer,High churn risk and high LTV customer
U006385,Retention Campaign (Discount + EDM),218.5448051003245,24.04379166004202,At-Risk Repeat Customer,High churn risk and high LTV customer
U001326,Retention Campaign (Discount + EDM),218.01701287649112,24.00415379683888,General Potential Customer,High churn risk and high LTV customer
U006205,Retention Campaign (Discount + EDM),218.01701287649112,24.00415379683888,General Potential Customer,High churn risk and high LTV customer
U000664,Retention Campaign (Discount + EDM),217.59515357345327,23.972503877699836,Recent New Customer,High churn risk and high LTV customer
U006395,Retention Campaign (Discount + EDM),217.52513048958468,23.96725317536931,Dormant High-Value Customer,High churn risk and high LTV customer
U000570,Retention Campaign (Discount + EDM),217.45779895188696,23.962205041631265,Dormant High-Value Customer,High churn risk and high LTV customer
U004839,Retention Campaign (Discount + EDM),217.32203384139723,23.95202836146939,Dormant High-Value Customer,High churn risk and high LTV customer
U007898,Retention Campaign (Discount + EDM),217.01140071682926,23.928755036889413,General Potential Customer,High churn risk and high LTV customer
U005065,Retention Campaign (Discount + EDM),216.80591980774378,23.91336843684215,Dormant High-Value Customer,High churn risk and high LTV customer
U005103,Retention Campaign (Discount + EDM),216.51630190835655,23.89169303755452,Dormant High-Value Customer,High churn risk and high LTV customer
U007056,Retention Campaign (Discount + EDM),215.0408436359343,23.781474965925607,General Potential Customer,High churn risk and high LTV customer
U004225,Retention Campaign (Discount + EDM),214.83850748315564,23.766387176418114,At-Risk Repeat Customer,High churn risk and high LTV customer
U004291,Retention Campaign (Discount + EDM),214.73482052270623,23.758657958979214,Dormant High-Value Customer,High churn risk and high LTV customer
U008320,Retention Campaign (Discount + EDM),214.68320513172884,23.75481098531393,General Potential Customer,High churn risk and high LTV customer
U005570,Retention Campaign (Discount + EDM),214.58350095875758,23.74738107116844,General Potential Customer,High churn risk and high LTV customer
U002687,Retention Campaign (Discount + EDM),214.0765807743233,23.7096297996881,General Potential Customer,High churn risk and high LTV customer
U003208,Retention Campaign (Discount + EDM),213.72818060558515,23.68370721800613,General Potential Customer,High churn risk and high LTV customer
U007891,Retention Campaign (Discount + EDM),213.69664389464967,23.68136168069957,General Potential Customer,High churn risk and high LTV customer
U005281,Retention Campaign (Discount + EDM),213.36242967029185,23.656514127721636,General Potential Customer,High churn risk and high LTV customer
U000093,Retention Campaign (Discount + EDM),213.10122552938384,23.637106756042055,General Potential Customer,High churn risk and high LTV customer
U002126,Retention Campaign (Discount + EDM),213.018726641824,23.63097933261062,General Potential Customer,High churn risk and high LTV customer
U007015,Retention Campaign (Discount + EDM),212.8875147445363,23.621236044258524,Dormant High-Value Customer,High churn risk and high LTV customer
U008616,Retention Campaign (Discount + EDM),212.82961807067463,23.616937714313686,General Potential Customer,High churn risk and high LTV customer
U007324,Retention Campaign (Discount + EDM),212.76171771632173,23.611897362450335,General Potential Customer,High churn risk and high LTV customer
U008590,Retention Campaign (Discount + EDM),212.6951976329504,23.6069601664515,General Potential Customer,High churn risk and high LTV customer
U006448,Retention Campaign (Discount + EDM),212.50517540208003,23.59286029349641,Recent New Customer,High churn risk and high LTV customer
U002538,Retention Campaign (Discount + EDM),212.04074443142588,23.558422575734298,General Potential Customer,High churn risk and high LTV customer
U003437,Retention Campaign (Discount + EDM),211.8949730004144,23.54762046894854,General Potential Customer,High churn risk and high LTV customer
U000563,Retention Campaign (Discount + EDM),211.76220642987855,23.53778492364401,General Potential Customer,High churn risk and high LTV customer
U007561,Retention Campaign (Discount + EDM),211.0035498680028,23.48163472031517,VVIP Loyal High-Value Customer,High churn risk and high LTV customer
U006028,Retention Campaign (Discount + EDM),210.22469670146472,23.424081778132976,General Potential Customer,High churn risk and high LTV customer
U001053,Retention Campaign (Discount + EDM),209.73344267829432,23.38782855324971,General Potential Customer,High churn risk and high LTV customer
U008716,Retention Campaign (Discount + EDM),209.73344267829432,23.38782855324971,General Potential Customer,High churn risk and high LTV customer
U004840,Retention Campaign (Discount + EDM),209.52705841000684,23.37260892329147,General Potential Customer,High churn risk and high LTV customer
U006284,Retention Campaign (Discount + EDM),209.4083220265152,23.363855747141187,General Potential Customer,High churn risk and high LTV customer
U003663,Retention Campaign (Discount + EDM),209.09804735991725,23.340992589370597,General Potential Customer,High churn risk and high LTV customer
U006714,Retention Campaign (Discount + EDM),209.09804735991725,23.340992589370597,General Potential Customer,High churn risk and high LTV customer
U004888,Retention Campaign (Discount + EDM),208.76421863689671,23.316410102871124,General Potential Customer,High churn risk and high LTV customer
U008904,Retention Campaign (Discount + EDM),208.66041523870047,23.308769662060584,General Potential Customer,High churn risk and high LTV customer
U008926,Retention Campaign (Discount + EDM),208.66041523870047,23.308769662060584,General Potential Customer,High churn risk and high LTV customer
U009348,Retention Campaign (Discount + EDM),208.66041523870047,23.308769662060584,General Potential Customer,High churn risk and high LTV customer
U004403,Retention Campaign (Discount + EDM),208.5252203427388,23.29882109282713,General Potential Customer,High churn risk and high LTV customer
U004201,Retention Campaign (Discount + EDM),207.94518856399662,23.256169633055777,VVIP Loyal High-Value Customer,High churn risk and high LTV customer
U006339,Retention Campaign (Discount + EDM),207.79670733446832,23.245259500122305,General Potential Customer,High churn risk and high LTV customer
U009754,Retention Campaign (Discount + EDM),207.54406054270925,23.22670306915517,VVIP Loyal High-Value Customer,High churn risk and high LTV customer
U000373,Retention Campaign (Discount + EDM),207.51353199006573,23.224461451978634,Dormant High-Value Customer,High churn risk and high LTV customer
U001024,Retention Campaign (Discount + EDM),207.51353199006573,23.224461451978634,General Potential Customer,High churn risk and high LTV customer
U008635,Retention Campaign (Discount + EDM),207.33338947044115,23.21123698301421,VVIP Loyal High-Value Customer,High churn risk and high LTV customer
U008570,Retention Campaign (Discount + EDM),206.93847138303585,23.182262553754786,General Potential Customer,High churn risk and high LTV customer
U005935,Retention Campaign (Discount + EDM),206.84239109162175,23.175216832346862,General Potential Customer,High churn risk and high LTV customer
U001493,Retention Campaign (Discount + EDM),206.70218458554476,23.164937730303592,General Potential Customer,High churn risk and high LTV customer
U002007,Retention Campaign (Discount + EDM),206.1051029359542,23.12119595877447,VVIP Loyal High-Value Customer,High churn risk and high LTV customer
U009254,Retention Campaign (Discount + EDM),206.0291532896542,23.115635728605707,General Potential Customer,High churn risk and high LTV customer
U004275,Retention Campaign (Discount + EDM),205.75603636308344,23.095648037184773,General Potential Customer,High churn risk and high LTV customer
U003675,Retention Campaign (Discount + EDM),205.1502651017576,23.051354711427646,General Potential Customer,High churn risk and high LTV customer
U001843,Retention Campaign (Discount + EDM),204.2889482551467,22.98846879275873,General Potential Customer,High churn risk and high LTV customer
U003596,Retention Campaign (Discount + EDM),204.08130661538362,22.973324781355952,General Potential Customer,High churn risk and high LTV customer
U005636,Retention Campaign (Discount + EDM),203.74821395789212,22.949044281251737,General Potential Customer,High churn risk and high LTV customer
U007832,Retention Campaign (Discount + EDM),203.4399995806362,22.926591579896296,General Potential Customer,High churn risk and high LTV customer
U009648,Retention Campaign (Discount + EDM),203.38646169062685,22.922692868938512,Dormant High-Value Customer,High churn risk and high LTV customer
U003906,Retention Campaign (Discount + EDM),202.63598862382727,22.86808573857289,VVIP Loyal High-Value Customer,High churn risk and high LTV customer
U007321,Retention Campaign (Discount + EDM),202.57674730721354,22.863778572546458,General Potential Customer,High churn risk and high LTV customer
U006810,Retention Campaign (Discount + EDM),202.33663653201552,22.84632635950882,Dormant High-Value Customer,High churn risk and high LTV customer
U005960,Retention Campaign (Discount + EDM),202.09251904517626,22.828591372089804,General Potential Customer,High churn risk and high LTV customer
U006290,Retention Campaign (Discount + EDM),202.04061744961166,22.82482184895473,General Potential Customer,High churn risk and high LTV customer
U009304,Retention Campaign (Discount + EDM),201.94093848476476,22.817583414895537,General Potential Customer,High churn risk and high LTV customer
U003591,Retention Campaign (Discount + EDM),201.70099207230277,22.800164914194255,General Potential Customer,High churn risk and high LTV customer
U008908,Retention Campaign (Discount + EDM),201.6711415062432,22.797998535784117,General Potential Customer,High churn risk and high LTV customer
U005325,Retention Campaign (Discount + EDM),201.3938075749823,22.7778773168498,General Potential Customer,High churn risk and high LTV customer
U001864,Retention Campaign (Discount + EDM),200.9434701596969,22.745227491721092,General Potential Customer,High churn risk and high LTV customer
