user_id,recommended_action,priority_score,estimated_revenue,segment,reason
U006914,Retention Campaign (Discount + EDM),256.3563743507687,27.006163613807423,General Potential Customer,High churn risk and high LTV customer
U007135,Retention Campaign (Discount + EDM),256.3563743507687,27.006163613807423,General Potential Customer,High churn risk and high LTV customer
U000452,Retention Campaign (Discount + EDM),254.7149554210204,26.87240938669499,General Potential Customer,High churn risk and high LTV customer
U004575,Retention Campaign (Discount + EDM),253.48001967821497,26.772088854954514,VVIP Loyal High-Value Customer,High churn risk and high LTV customer
U007518,Retention Campaign (Discount + EDM),252.5624527116014,26.697722801741346,VVIP Loyal High-Value Customer,High churn risk and high LTV customer
U003655,Retention Campaign (Discount + EDM),251.30986441485356,26.596442391488512,General Potential Customer,High churn risk and high LTV customer
U005689,Retention Campaign (Discount + EDM),251.30986441485356,26.596442391488512,Dormant High-Value Customer,High churn risk and high LTV customer
U006829,Retention Campaign (Discount + EDM),251.30986441485356,26.596442391488512,General Potential Customer,High churn risk and high LTV customer
U009967,Retention Campaign (Discount + EDM),250.67857013197985,26.54550211351456,General Potential Customer,High churn risk and high LTV customer
U006769,Retention Campaign (Discount + EDM),249.87444232817063,26.480716767117144,General Potential Customer,High churn risk and high LTV customer
U004222,Retention Campaign (Discount + EDM),249.49535151216662,26.450214266488516,General Potential Customer,High churn risk and high LTV customer
U003799,Retention Campaign (Discount + EDM),249.43325155243235,26.44521996593278,Dormant High-Value Customer,High churn risk and high LTV customer
U004883,Retention Campaign (Discount + EDM),249.2032618460264,26.426729261972714,General Potential Customer,High churn risk and high LTV customer
U000205,Retention Campaign (Discount + EDM),248.94103223941278,26.40565785203632,General Potential Customer,High churn risk and high LTV customer
U008647,Retention Campaign (Discount + EDM),248.5894551596943,26.377425862645005,Dormant High-Value Customer,High churn risk and high LTV customer
U002595,Retention Campaign (Discount + EDM),248.4771649292896,26.368413411958144,General Potential Customer,High churn risk and high LTV customer
U009086,Retention Campaign (Discount + EDM),246.8304320904357,26.236500014764637,Dormant High-Value Customer,High churn risk and high LTV customer
U009351,Retention Campaign (Discount + EDM),246.76411714412598,26.231197737645005,General Potential Customer,High churn risk and high LTV customer
U000269,Retention Campaign (Discount + EDM),246.6565118267097,26.222595688007647,General Potential Customer,High churn risk and high LTV customer
U005877,Retention Campaign (Discount + EDM),246.23602270870703,26.18900092999604,At-Risk Repeat Customer,High churn risk and high LTV customer
U000711,Retention Campaign (Discount + EDM),245.52492976510447,26.132259022222872,Recent New Customer,High churn risk and high LTV customer
U001630,Retention Campaign (Discount + EDM),245.52492976510447,26.132259022222872,Recent New Customer,High churn risk and high LTV customer
U004000,Retention Campaign (Discount + EDM),245.52492976510447,26.132259022222872,Recent New Customer,High churn risk and high LTV customer
U004929,Retention Campaign (Discount + EDM),245.52492976510447,26.132259022222872,Recent New Customer,High churn risk and high LTV customer
U006008,Retention Campaign (Discount + EDM),245.52492976510447,26.132259022222872,Recent New Customer,High churn risk and high LTV customer
U006270,Retention Campaign (Discount + EDM),245.52492976510447,26.132259022222872,Recent New Customer,High churn risk and high LTV customer
U007714,Retention Campaign (Discount + EDM),245.52492976510447,26.132259022222872,Recent New Customer,High churn risk and high LTV customer
U007772,Retention Campaign (Discount + EDM),245.52492976510447,26.132259022222872,Recent New Customer,High churn risk and high LTV customer
U007868,Retention Campaign (Discount + EDM),245.52492976510447,26.132259022222872,Recent New Customer,High churn risk and high LTV customer
U009436,Retention Campaign (Discount + EDM),245.52492976510447,26.132259022222872,Recent New Customer,High churn risk and high LTV customer
U007031,Retention Campaign (Discount + EDM),243.88239083716303,26.001530537453693,General Potential Customer,High churn risk and high LTV customer
U002711,Retention Campaign (Discount + EDM),243.79875120721994,25.994886353150477,Dormant High-Value Customer,High churn risk and high LTV customer
U009312,Retention Campaign (Discount + EDM),242.85712017799887,25.920169261135598,Recent New Customer,High churn risk and high LTV customer
U009260,Retention Campaign (Discount + EDM),242.82882692610113,25.917926630149097,Recent New Customer,High churn risk and high LTV customer
U007514,Retention Campaign (Discount + EDM),242.6957451833282,25.907379940363445,Dormant High-Value Customer,High churn risk and high LTV customer
U006895,Retention Campaign (Discount + EDM),242.43018590152877,25.88634369171216,General Potential Customer,High churn risk and high LTV customer
U004184,Retention Campaign (Discount + EDM),241.8922400986305,25.843768121811515,General Potential Customer,High churn risk and high LTV customer
U002167,Retention Campaign (Discount + EDM),241.51663011856667,25.814070526580053,General Potential Customer,High churn risk and high LTV customer
