user_id,compound_score,risk_flag,segment,total_views,total_cart_adds,automation_trigger,recency,frequency,monetary,recency_score,monetary_score,frequency_score,actual_profit,predicted_profit_90_days,prob_minmax,prob_sigmoid,primary_driver,primary_barrier
U000021,0.2875,1.0,General Potential Customer,4.0,1.0,Keep Current Strategy,72.0,3.0,326.2,4.0,2.0,3.0,-3.8874999999999993,136.2670298881541,0.17939232899562405,0.5231292398164364,Review Sentiment,Time Since Last Order
U000022,0.21109999999999998,1.0,Dormant High-Value Customer,8.0,0.0,Keep Current Strategy,172.0,3.0,2098.0299999999997,3.0,5.0,3.0,,142.2931762979294,0.19202548215235285,0.554859886593422,Review Sentiment,Purchase Frequency
U000023,0.33653333333333335,0.0,VVIP Loyal High-Value Customer,6.0,0.0,Keep Current Strategy,98.0,4.0,5006.8099999999995,4.0,5.0,4.0,262.0225,154.7048362799428,0.21804516219657935,0.6185578367157879,Review Sentiment,Purchase Frequency
U000024,0.4215,0.0,General Potential Customer,7.0,1.0,Keep Current Strategy,410.0,1.0,148.16,1.0,1.0,1.0,,192.45775083311204,0.2971899952675813,0.7830832789568081,Purchase Frequency,Cart Add Intensity
U000025,0.21005,0.0,General Potential Customer,6.0,1.0,Keep Current Strategy,92.0,2.0,858.9200000000001,4.0,3.0,2.0,,185.86512793662686,0.28336928646091286,0.7584084791276509,Review Sentiment,Purchase Frequency
U000026,0.4201,0.0,General Potential Customer,8.0,0.0,Keep Current Strategy,427.0,2.0,511.53,1.0,2.0,2.0,,163.9990355072394,0.23752942864538715,0.6638395309991387,Review Sentiment,Purchase Frequency
U000027,0.0,0.0,General Potential Customer,1.0,3.0,Keep Current Strategy,329.0,1.0,1125.55,2.0,4.0,1.0,,89.8761155641221,0.0821388794635152,0.2909404002257151,Purchase Frequency,Review Sentiment
U000029,0.4215,0.0,General Potential Customer,6.0,1.0,Keep Current Strategy,125.0,1.0,247.1,4.0,2.0,1.0,,187.64132096080954,0.2870928797798561,0.7652400132235458,Review Sentiment,Browsing Engagement
U000030,0.0,0.0,General Potential Customer,3.0,1.0,Keep Current Strategy,235.0,1.0,584.32,3.0,3.0,1.0,,64.0177297386492,0.027929617639230075,0.19170450513602963,Purchase Frequency,Review Sentiment
U000031,0.6696,0.0,General Potential Customer,5.0,0.0,Keep Current Strategy,479.0,2.0,1235.96,1.0,4.0,2.0,,138.12132107425055,0.18327964652131992,0.532924956542776,Time Since Last Order,Purchase Frequency
U000032,0.33653333333333335,0.0,VVIP Loyal High-Value Customer,6.0,0.0,Keep Current Strategy,19.0,3.0,4170.04,5.0,5.0,3.0,122.25,134.7266406530875,0.17616307238546172,0.5149779038608685,Review Sentiment,Time Since Last Order
U000034,-0.052800000000000014,0.0,General Potential Customer,5.0,3.0,Keep Current Strategy,46.0,3.0,751.77,5.0,3.0,3.0,,132.83264610430723,0.17219252112671082,0.5049449032808948,Review Sentiment,Purchase Frequency
U000035,-0.19385000000000002,1.0,At-Risk Repeat Customer,3.0,2.0,Keep Current Strategy,160.0,5.0,4178.87,3.0,5.0,4.0,,81.9309594332495,0.06548273349058997,0.2574539137434059,Cart Add Intensity,Review Sentiment
U000036,0.19063333333333332,0.0,VVIP Loyal High-Value Customer,5.0,1.0,Keep Current Strategy,171.0,3.0,2792.59,3.0,5.0,3.0,509.49,150.12449515935882,0.20844298081038928,0.5954004630019658,Review Sentiment,Purchase Frequency
U000037,0.43095,0.0,General Potential Customer,3.0,1.0,Keep Current Strategy,70.0,2.0,895.9300000000001,4.0,3.0,2.0,,162.48766902257495,0.23436101503934856,0.6566528728043092,Review Sentiment,Time Since Last Order
U000038,0.5719,0.0,At-Risk Repeat Customer,7.0,2.0,Keep Current Strategy,163.0,4.0,4346.73,3.0,5.0,4.0,,118.89497498607447,0.1429737265751666,0.43151482390913737,Browsing Engagement,Purchase Frequency
U000039,0.0,0.0,Recent New Customer,5.0,1.0,Keep Current Strategy,,,,,,,13.427500000000002,90.61042345935995,0.08367827520233873,0.294161994825791,Time Since Last Order,Review Sentiment
U000040,0.34,0.0,General Potential Customer,3.0,2.0,Keep Current Strategy,122.0,1.0,1098.99,4.0,3.0,1.0,,182.40662263622465,0.276118910485569,0.7447223431088228,Review Sentiment,Time Since Last Order
U000041,0.0,0.0,General Potential Customer,8.0,0.0,Keep Current Strategy,427.0,1.0,881.41,1.0,3.0,1.0,,91.2353495102867,0.08498836393502879,0.29692002385308697,Time Since Last Order,Review Sentiment
U000042,-0.4767,1.0,At-Risk Repeat Customer,4.0,1.0,Keep Current Strategy,133.0,5.0,1216.75,4.0,4.0,4.0,,75.27688360444196,0.05153319537026618,0.23142208667672395,Cart Add Intensity,Review Sentiment
U000043,0.0,0.0,General Potential Customer,4.0,2.0,Keep Current Strategy,218.0,1.0,679.14,3.0,3.0,1.0,-6.362500000000001,78.89164941344457,0.05911115431543218,0.2453307764159618,Purchase Frequency,Review Sentiment
U000044,0.33066666666666666,0.0,VVIP Loyal High-Value Customer,4.0,0.0,Keep Current Strategy,73.0,3.0,3958.71,4.0,5.0,3.0,14.909999999999997,134.7266406530875,0.17616307238546172,0.5149779038608685,Review Sentiment,Time Since Last Order
U000046,0.0,0.0,At-Risk Repeat Customer,4.0,1.0,Keep Current Strategy,125.0,3.0,1716.68,4.0,4.0,3.0,,65.83918203808418,0.031748092050855936,0.19775882763045977,Browsing Engagement,Review Sentiment
U000047,0.272775,0.0,Dormant High-Value Customer,7.0,0.0,Keep Current Strategy,306.0,2.0,2936.69,2.0,5.0,2.0,,176.5695340172834,0.26388209619362524,0.7204961171303178,Review Sentiment,Purchase Frequency
U000048,0.4404,0.0,Dormant High-Value Customer,5.0,1.0,Keep Current Strategy,171.0,3.0,1989.77,3.0,4.0,3.0,,134.49246968356638,0.17567215870337446,0.5137379266825882,Time Since Last Order,Purchase Frequency
U000049,0.0,0.0,Recent New Customer,1.0,2.0,Keep Current Strategy,,,,,,,435.4975,99.57462493791425,0.10247073766602025,0.33509499013015814,Time Since Last Order,Review Sentiment
U000050,0.34,0.0,Dormant High-Value Customer,6.0,2.0,Keep Current Strategy,588.0,1.0,1953.62,1.0,4.0,1.0,,256.1261474184132,0.43066378608034905,0.9329792923209469,Time Since Last Order,Browsing Engagement
U000051,0.4201,0.0,General Potential Customer,4.0,0.0,Keep Current Strategy,7.0,1.0,586.6,5.0,3.0,1.0,27.045,193.76712072005893,0.29993494522329023,0.7877610151120045,Purchase Frequency,Browsing Engagement
U000052,0.0,0.0,Recent New Customer,6.0,3.0,Keep Current Strategy,,,,,,,121.6325,154.27258218128364,0.21713898902061288,0.6163935427004251,Time Since Last Order,Review Sentiment
U000053,0.0,0.0,General Potential Customer,6.0,0.0,Keep Current Strategy,12.0,3.0,659.86,5.0,3.0,3.0,,72.33650870590304,0.04536902279537047,0.220521595036864,Browsing Engagement,Review Sentiment
U000055,0.1339,1.0,General Potential Customer,7.0,1.0,Keep Current Strategy,50.0,2.0,3151.65,5.0,5.0,2.0,,160.55975185874922,0.23031934874916546,0.6473806196215407,Review Sentiment,Time Since Last Order
U000056,0.338075,0.0,At-Risk Repeat Customer,6.0,0.0,Keep Current Strategy,319.0,4.0,840.08,2.0,3.0,4.0,,183.6398271048923,0.27870418801898056,0.7496602999491112,Review Sentiment,Cart Add Intensity
U000057,0.0,0.0,Recent New Customer,7.0,1.0,Keep Current Strategy,,,,,,,72.4675,96.05248493646427,0.09508695853885202,0.31866945515553147,Time Since Last Order,Review Sentiment
U000059,0.28595,0.0,General Potential Customer,6.0,1.0,Keep Current Strategy,26.0,2.0,1608.03,5.0,4.0,2.0,,148.2829645259478,0.20458241437991706,0.5859625131444741,Review Sentiment,Time Since Last Order
U000060,-0.01815,0.0,General Potential Customer,9.0,2.0,Keep Current Strategy,116.0,2.0,1192.3700000000001,4.0,4.0,2.0,,143.7589675224834,0.19509835223820768,0.5625207327816281,Review Sentiment,Time Since Last Order
U000061,0.0,0.0,Recent New Customer,5.0,1.0,Keep Current Strategy,,,,,,,74.65,90.61042345935995,0.08367827520233873,0.294161994825791,Time Since Last Order,Review Sentiment
U000062,0.0,0.0,General Potential Customer,7.0,1.0,Keep Current Strategy,290.0,1.0,189.79,2.0,1.0,1.0,,67.91776564949024,0.036105613977200635,0.204842505123394,Purchase Frequency,Review Sentiment
U000063,0.4404,0.0,Recent New Customer,7.0,2.0,Keep Current Strategy,54.0,1.0,483.6,5.0,2.0,1.0,,145.12888419358035,0.1979702318675924,0.5696537131953486,Purchase Frequency,Time Since Last Order
U000064,0.45594999999999997,0.0,General Potential Customer,5.0,0.0,Keep Current Strategy,157.0,1.0,704.05,3.0,3.0,1.0,,164.45886684715052,0.23849341447452962,0.6660112867079966,Purchase Frequency,Browsing Engagement
U000065,0.4201,0.0,General Potential Customer,4.0,2.0,Keep Current Strategy,370.0,1.0,37.9,2.0,1.0,1.0,,174.21280356185906,0.25894147000103784,0.710325488839197,Review Sentiment,Browsing Engagement
U000066,0.4215,0.0,General Potential Customer,4.0,1.0,Keep Current Strategy,246.0,1.0,67.51,2.0,1.0,1.0,-0.7349999999999994,173.56385033985822,0.2575810109468418,0.7074867089329879,Review Sentiment,Browsing Engagement
U000067,0.34,0.0,General Potential Customer,5.0,3.0,Keep Current Strategy,437.0,1.0,217.17,1.0,1.0,1.0,43.365,173.34679282642196,0.2571259737431969,0.706533579497766,Review Sentiment,Browsing Engagement
U000068,-0.4767,0.0,General Potential Customer,7.0,1.0,Keep Current Strategy,9.0,2.0,423.17999999999995,5.0,2.0,2.0,,122.40752253828138,0.1503373961875313,0.4498656187982857,Browsing Engagement,Review Sentiment
U000069,0.4215,0.0,Recent New Customer,5.0,0.0,Keep Current Strategy,7.0,1.0,688.64,5.0,3.0,1.0,,170.60821893434465,0.25138485478307504,0.6943540649003207,Purchase Frequency,Browsing Engagement
U000070,0.3348,0.0,Dormant High-Value Customer,7.0,2.0,Keep Current Strategy,209.0,3.0,4528.58,3.0,5.0,3.0,,159.21012393764863,0.22749000225267088,0.6408224238183136,Review Sentiment,Purchase Frequency
U000071,0.17,0.0,General Potential Customer,4.0,1.0,Keep Current Strategy,103.0,2.0,346.90999999999997,4.0,2.0,2.0,,167.93425550500373,0.2457791845518376,0.682193671101895,Review Sentiment,Browsing Engagement
U000072,0.4215,0.0,General Potential Customer,9.0,0.0,Keep Current Strategy,243.0,1.0,247.88,2.0,2.0,1.0,,225.69763266920955,0.3668737516173787,0.8795686169633328,Time Since Last Order,Cart Add Intensity
U000073,0.0,0.0,Recent New Customer,2.0,1.0,Keep Current Strategy,,,,,,,60.81,92.40184730842753,0.08743379827047662,0.30210792158521305,Time Since Last Order,Review Sentiment
U000074,0.12163333333333332,1.0,Dormant High-Value Customer,3.0,1.0,Keep Current Strategy,215.0,1.0,2571.53,3.0,5.0,1.0,,250.25283958666114,0.41835104219235153,0.9247618460429871,Review Sentiment,Cart Add Intensity
U000076,0.4201,0.0,General Potential Customer,2.0,2.0,Keep Current Strategy,252.0,1.0,82.64,2.0,1.0,1.0,,182.98874760548324,0.2773392714580589,0.7470612207538246,Review Sentiment,Browsing Engagement
U000077,0.21075,0.0,General Potential Customer,7.0,2.0,Keep Current Strategy,262.0,2.0,304.5,2.0,2.0,2.0,,185.92398227753023,0.28349266811346685,0.7586369981938098,Review Sentiment,Purchase Frequency
U000078,-0.08762857142857142,1.0,VVIP Loyal High-Value Customer,1.0,2.0,Trigger: VIP Concierge Outreach,275.0,2.0,319.99,2.0,2.0,2.0,432.7725,132.48193995647406,0.17145730426052322,0.5030864399650928,Time Since Last Order,Browsing Engagement
U000079,0.3348,0.0,General Potential Customer,6.0,1.0,Keep Current Strategy,48.0,3.0,474.01,5.0,2.0,3.0,-2.84,136.2670298881541,0.17939232899562405,0.5231292398164364,Review Sentiment,Time Since Last Order
U000080,0.43095,0.0,General Potential Customer,8.0,0.0,Keep Current Strategy,309.0,1.0,276.29,2.0,2.0,1.0,,184.9893116309649,0.28153323390357043,0.7549904714054078,Purchase Frequency,Cart Add Intensity
U000081,-0.4404,1.0,General Potential Customer,2.0,2.0,Keep Current Strategy,389.0,2.0,766.73,1.0,3.0,2.0,,101.8355410966201,0.10721049972376273,0.3458565047558372,Cart Add Intensity,Review Sentiment
U000082,-0.08630000000000002,1.0,VVIP Loyal High-Value Customer,3.0,1.0,Trigger: VIP Concierge Outreach,53.0,4.0,3462.52,5.0,5.0,4.0,,120.83469807127992,0.14704014268103696,0.4416286869333326,Review Sentiment,Browsing Engagement
U000083,0.4404,0.0,VVIP Loyal High-Value Customer,8.0,1.0,Keep Current Strategy,75.0,3.0,3140.7200000000003,4.0,5.0,3.0,-7.647500000000001,103.77803958659521,0.11128273416047715,0.35523066538083525,Browsing Engagement,Purchase Frequency
U000084,0.15325,0.0,VVIP Loyal High-Value Customer,4.0,1.0,Keep Current Strategy,1.0,3.0,2524.66,5.0,5.0,3.0,102.075,183.6433441126745,0.27871156103897454,0.7496742912663796,Review Sentiment,Purchase Frequency
U000085,-0.4767,0.0,Dormant High-Value Customer,6.0,1.0,Keep Current Strategy,522.0,1.0,3003.15,1.0,5.0,1.0,,97.21376112359016,0.09752144634111079,0.32403796625260656,Time Since Last Order,Review Sentiment
U000086,0.4404,0.0,Recent New Customer,8.0,0.0,Keep Current Strategy,39.0,1.0,30.81,5.0,1.0,1.0,,145.12888419358035,0.1979702318675924,0.5696537131953486,Purchase Frequency,Time Since Last Order
U000087,0.0,0.0,General Potential Customer,3.0,2.0,Keep Current Strategy,190.0,1.0,219.54,3.0,1.0,1.0,69.8375,82.02208297825938,0.06567376398039462,0.257823364043952,Purchase Frequency,Review Sentiment
U000088,0.14506666666666665,0.0,VVIP Loyal High-Value Customer,6.0,0.0,Keep Current Strategy,44.0,7.0,2405.88,5.0,5.0,5.0,,134.98561017897006,0.17670597351346837,0.5163489785130319,Review Sentiment,Time Since Last Order
U000089,0.0,0.0,General Potential Customer,7.0,0.0,Keep Current Strategy,331.0,1.0,26.05,2.0,1.0,1.0,49.685,88.6936343167525,0.0796599375847139,0.28579655841005774,Purchase Frequency,Review Sentiment
U000090,0.2533666666666667,0.0,General Potential Customer,5.0,4.0,Keep Current Strategy,442.0,1.0,324.95,1.0,2.0,1.0,-9.1625,201.47743709336268,0.31609877547354337,0.8138050678303582,Review Sentiment,Browsing Engagement
U000091,0.34,0.0,General Potential Customer,5.0,0.0,Keep Current Strategy,461.0,1.0,457.74,1.0,2.0,1.0,,205.84394553564525,0.32525268016826214,0.8274253311788796,Review Sentiment,Browsing Engagement
U000092,0.0,0.0,General Potential Customer,2.0,1.0,Keep Current Strategy,503.0,1.0,259.61,1.0,2.0,1.0,50.86750000000001,71.4308742324657,0.043470459728866095,0.2172393569116722,Time Since Last Order,Review Sentiment
U000093,0.09644999999999998,0.0,General Potential Customer,5.0,2.0,Keep Current Strategy,406.0,2.0,269.51,1.0,2.0,2.0,,236.37106756042053,0.38924943393905476,0.9015537634482761,Review Sentiment,Browsing Engagement
U000094,0.0,0.0,General Potential Customer,4.0,2.0,Keep Current Strategy,498.0,1.0,302.06,1.0,2.0,1.0,,73.43622914340003,0.047674465738799104,0.22455484944799256,Time Since Last Order,Review Sentiment
U000095,0.0,0.0,General Potential Customer,11.0,1.0,Keep Current Strategy,345.0,1.0,20.65,2.0,1.0,1.0,-6.0600000000000005,115.50306774996507,0.13586296611676205,0.4139704250654448,Browsing Engagement,Review Sentiment
U000096,0.4967,0.0,At-Risk Repeat Customer,1.0,0.0,Keep Current Strategy,154.0,3.0,1258.4099999999999,3.0,4.0,3.0,,118.04048138865487,0.1411823747304562,0.42707697493214447,Cart Add Intensity,Purchase Frequency
U000097,0.0,0.0,Dormant High-Value Customer,5.0,1.0,Keep Current Strategy,251.0,3.0,3956.5099999999998,2.0,5.0,3.0,,67.9253547234531,0.03612152363607235,0.20486870997841958,Time Since Last Order,Review Sentiment
U000098,0.0,0.0,General Potential Customer,5.0,0.0,Keep Current Strategy,46.0,2.0,739.95,5.0,3.0,2.0,,57.29571046221207,0.01383764355377469,0.17058777616552598,Purchase Frequency,Review Sentiment
U000099,0.0,0.0,General Potential Customer,6.0,0.0,Keep Current Strategy,386.0,1.0,22.25,1.0,1.0,1.0,,97.46691853656681,0.09805216301366082,0.32521453477068984,Time Since Last Order,Review Sentiment
U000101,0.0,0.0,General Potential Customer,6.0,2.0,Keep Current Strategy,162.0,1.0,307.82,3.0,2.0,1.0,,76.46340578112572,0.05402060861292918,0.23592598296908354,Purchase Frequency,Review Sentiment
U000102,0.0,0.0,General Potential Customer,8.0,0.0,Keep Current Strategy,34.0,2.0,336.63,5.0,2.0,2.0,,66.85846955387728,0.03388491622042272,0.20120919330250028,Browsing Engagement,Review Sentiment
U000103,0.4215,0.0,General Potential Customer,3.0,2.0,Keep Current Strategy,127.0,2.0,475.43,4.0,2.0,2.0,,165.01662105387945,0.23966268482381722,0.6686361017106622,Review Sentiment,Purchase Frequency
U000104,0.39386666666666664,0.0,General Potential Customer,2.0,2.0,Keep Current Strategy,33.0,2.0,1388.8100000000002,5.0,4.0,2.0,,142.18617185241737,0.1918011591013212,0.554299568222997,Review Sentiment,Time Since Last Order
U000106,0.0,0.0,General Potential Customer,6.0,1.0,Keep Current Strategy,70.0,2.0,594.75,4.0,3.0,2.0,,61.762816586508904,0.023202440224505988,0.18440662663667606,Browsing Engagement,Review Sentiment
U000107,0.33113333333333334,0.0,General Potential Customer,7.0,0.0,Keep Current Strategy,31.0,4.0,900.8,5.0,3.0,4.0,,138.61018246395827,0.18430449065696367,0.5355035657978764,Review Sentiment,Time Since Last Order
U000108,0.0,0.0,General Potential Customer,10.0,2.0,Keep Current Strategy,533.0,1.0,15.29,1.0,1.0,1.0,,67.96546007059655,0.03620560008533438,0.20500723391732992,Time Since Last Order,Review Sentiment
U000111,-0.0121,1.0,General Potential Customer,7.0,1.0,Keep Current Strategy,27.0,3.0,2106.75,5.0,5.0,3.0,,136.10471684923903,0.17905205756169043,0.5222708266853971,Review Sentiment,Time Since Last Order
U000112,0.09644999999999998,0.0,General Potential Customer,9.0,1.0,Keep Current Strategy,218.0,1.0,234.41,3.0,1.0,1.0,,291.06933218017156,0.5039183296744245,0.9668856723907407,Review Sentiment,Cart Add Intensity
U000114,0.0,0.0,Dormant High-Value Customer,4.0,1.0,Keep Current Strategy,275.0,2.0,1278.09,2.0,4.0,2.0,,65.2938335723401,0.030604828973086,0.1959311717543422,Time Since Last Order,Review Sentiment
U000115,-0.08250000000000002,1.0,General Potential Customer,3.0,1.0,Keep Current Strategy,175.0,2.0,266.44,3.0,2.0,2.0,,116.34767325450203,0.13763358866229516,0.4183205297633608,Cart Add Intensity,Browsing Engagement
U000116,0.2701,0.0,Dormant High-Value Customer,3.0,2.0,Keep Current Strategy,288.0,2.0,1445.6000000000001,2.0,4.0,2.0,,192.64989063047068,0.29759279522006776,0.7837743399419602,Review Sentiment,Purchase Frequency
U000117,0.0,0.0,Dormant High-Value Customer,5.0,1.0,Keep Current Strategy,250.0,3.0,2378.43,2.0,5.0,3.0,,67.9253547234531,0.03612152363607235,0.20486870997841958,Time Since Last Order,Review Sentiment
U000118,0.0,0.0,General Potential Customer,2.0,1.0,Keep Current Strategy,89.0,2.0,3541.54,4.0,5.0,2.0,,62.63267249318992,0.02502599746094497,0.18719607909396457,Browsing Engagement,Review Sentiment
U000119,0.29269999999999996,1.0,At-Risk Repeat Customer,5.0,1.0,Keep Current Strategy,76.0,6.0,6665.530000000001,4.0,5.0,5.0,,137.24569143895624,0.18144398529787217,0.5283019414207482,Review Sentiment,Time Since Last Order
U000120,-0.01015000000000002,1.0,At-Risk Repeat Customer,6.0,0.0,Keep Current Strategy,221.0,3.0,1164.73,3.0,4.0,3.0,,140.55675251001648,0.18838526066319242,0.5457510344738921,Browsing Engagement,Purchase Frequency
U000121,-0.07310000000000003,1.0,VVIP Loyal High-Value Customer,7.0,1.0,Trigger: VIP Concierge Outreach,259.0,4.0,3477.2,2.0,5.0,4.0,14.185000000000002,171.7141340495298,0.25370328418694943,0.6993065870718476,Time Since Last Order,Purchase Frequency
U000123,0.0,0.0,General Potential Customer,6.0,0.0,Keep Current Strategy,562.0,1.0,766.52,1.0,3.0,1.0,,75.04414225495128,0.05104527872933459,0.23054571285191752,Time Since Last Order,Review Sentiment
U000124,0.0,0.0,General Potential Customer,7.0,0.0,Keep Current Strategy,289.0,1.0,248.41,2.0,2.0,1.0,,64.80296218391796,0.02957577109620904,0.19429703744554128,Purchase Frequency,Review Sentiment
U000125,0.4215,0.0,General Potential Customer,5.0,2.0,Keep Current Strategy,82.0,2.0,1023.19,4.0,3.0,2.0,,127.28702524760497,0.160566736940946,0.47557521641429873,Cart Add Intensity,Time Since Last Order
U000126,0.175875,1.0,General Potential Customer,5.0,2.0,Keep Current Strategy,167.0,2.0,464.61,3.0,2.0,2.0,,168.34204528772972,0.2466340709801809,0.684064868177033,Review Sentiment,Time Since Last Order
U000127,0.07571999999999998,1.0,VVIP Loyal High-Value Customer,3.0,1.0,Trigger: VIP Concierge Outreach,12.0,4.0,4392.66,5.0,5.0,4.0,168.63,143.17983057438738,0.1938842553234448,0.5594972714914819,Review Sentiment,Purchase Frequency
U000128,0.0,0.0,General Potential Customer,7.0,2.0,Keep Current Strategy,487.0,1.0,150.32,1.0,1.0,1.0,,74.31267077668669,0.049511829226729503,0.22780655558342505,Time Since Last Order,Review Sentiment
U000130,-0.06835,0.0,General Potential Customer,5.0,1.0,Keep Current Strategy,204.0,2.0,266.45,3.0,2.0,2.0,,134.86707776049371,0.1764574833350319,0.5157214560030766,Time Since Last Order,Browsing Engagement
U000131,-0.4767,0.0,General Potential Customer,5.0,1.0,Keep Current Strategy,44.0,3.0,640.11,5.0,3.0,3.0,104.6875,96.5979112338101,0.09623038478201462,0.3211850466605555,Cart Add Intensity,Review Sentiment
U000132,0.0,0.0,General Potential Customer,4.0,1.0,Keep Current Strategy,172.0,1.0,222.45,3.0,1.0,1.0,,61.924401213379824,0.02354118462270413,0.18492235221739806,Purchase Frequency,Review Sentiment
U000134,0.4507666666666667,0.0,General Potential Customer,4.0,1.0,Keep Current Strategy,56.0,2.0,1234.26,5.0,4.0,2.0,,105.90870916376548,0.11574944858532271,0.3656419612652642,Cart Add Intensity,Time Since Last Order
U000136,0.3632333333333333,0.0,Dormant High-Value Customer,3.0,2.0,Keep Current Strategy,476.0,3.0,4246.74,1.0,5.0,3.0,,323.1799321029046,0.5712346706979837,0.982956590033492,Time Since Last Order,Cart Add Intensity
U000137,0.0,0.0,General Potential Customer,6.0,2.0,Keep Current Strategy,211.0,1.0,1513.74,3.0,4.0,1.0,7.289999999999999,72.78937547324396,0.04631840816412455,0.22217617671304982,Purchase Frequency,Review Sentiment
U000139,0.5032666666666666,0.0,General Potential Customer,5.0,0.0,Keep Current Strategy,54.0,3.0,1481.58,5.0,4.0,3.0,,98.57289559641669,0.1003707222777118,0.33038041387664574,Cart Add Intensity,Time Since Last Order
U000140,0.0,0.0,General Potential Customer,8.0,1.0,Keep Current Strategy,286.0,1.0,283.47,2.0,2.0,1.0,,66.82407965404455,0.033812821577828805,0.20109205031351193,Purchase Frequency,Review Sentiment
U000141,0.0,0.0,General Potential Customer,8.0,2.0,Keep Current Strategy,425.0,1.0,13.54,1.0,1.0,1.0,36.56,79.39265408976789,0.06016145551587479,0.24730238954397013,Purchase Frequency,Review Sentiment
U000142,0.4444666666666666,0.0,General Potential Customer,9.0,2.0,Keep Current Strategy,565.0,1.0,1398.35,1.0,4.0,1.0,22.765,154.37767346750616,0.21735930134361472,0.6169201623270628,Time Since Last Order,Review Sentiment
